,ID,label,tanggal,judul,narasi,nama file gambar,databersih
2268,117842.0,1,03/07/2019,Gambar karikatur di media prancis,"Gambar karikatur di media prancis, tentang pilpres indonesia 2019 yang menelan korban jiwa kpps 700 orang.",117842.png,gambar karikatur media prancis pilpres indonesia  2019  tel korban jiwa kpps  700 
2269,191575.0,1,03/07/2019,Video Citilink Terbangkan Satu Penumpang Dari Kertajati Ke Surabaya,"Pecahkan rekor, pesawat ini hanya terbangkan satu orang penumpang menuju Surabaya. Terbang sendirian bak mencarter pesawat.",191575.jpg,pecah rekor pesawat terbang tumpang tuju surabaya terbang bak carter pesawat
2270,560207.0,1,04/07/2019,Akhirnya Thoriq Ditemukan dengan Selamat,"AKHIRNYA.. Thoriq berhasil di temukan dengan Selamat, tulis akun Youtube Misteri Malam, Rabu (3/7)",560207.png,thoriq hasil temu selamat youtube misteri malam rabu
2271,191566.0,1,04/07/2019,Indonesia mengirimkan perwakilan LGBT/GAY ke festival LGBT Paris,"Baru di tahun ini Indonesia dibawah Jokowi mengirimkan perwakilan LGBT/GAY kefestival LGBT di Paris..! Siapa yg dukung Jokowi, tanggungkanlah Dosa Besar utknya ",191566.png,indonesia jokowi wakil lgbt gay festival lgbt paris dukung jokowi tanggung dosa utknya
2272,339021.0,1,04/07/2019,Pilpres 2019 Janggal Karena Diumumkan Saat 12 KPU Provinsi Belum Menyelesaikan Situng,"Nah loooh.. !!
12 provinsi belum selesaikan situng.. ??",339021.png,looh provinsi selesai situng
2273,420932.0,1,05/07/2019,PENGUMUMAN PENAMBAHAN KUOTA PENERIMAAN POLRI,Bersamaan dengan email ini kami memberi kesempatan bagi peserta yang tidak lolos seleksi sebelumnya untuk mengikuti seleksi tahap 2 penambahan kuota hanya sekitar 10-20% per provinsi,420932.jpg,email lolos seleksi seleksi tahap kuota  10 - 20  provinsi
2274,511045.0,1,05/07/2019,Jokowi Dikatakan Seperti Anak Kecil dan Bodoh oleh Media Luar,"JOKOWI DIKATAKAN SEPERTI ANAK KECIL DAN BODOH OLEH MEDIA LUAR

INDONESIA KEHILANGAN KEHORMATAN?",511045.png,jokowi anak bodoh media indonesia hilang hormat
2275,732232.0,1,05/07/2019,Kayu Gelondongan Impor Dari China Berisikan AMUNISI,Kayu gelondongan import dari China (padahal Indonesia tidak kekurangan kayu) ternyata isinya AMUNISI. Jelas ini ilegal dan untuk niat JAHAT..,732232.jpg,kayu gelondong import china indonesia kayu nyata isi amunisi ilegal jahat
2276,937031.0,1,05/07/2019,PLN Tidak Melakukan Rekrutmen dengan Korespondensi dan Memungut Biaya,"Bpk/Ibu, untuk informasi perihal rekrutment mohon dapat mengakses http://rekrutmen.pln.co.id/vacancy/site/index . ",937031.png,bpk informasi perihal rekrutment akses http rekrutmen pln vacancy site index
2277,953420.0,1,05/07/2019,LOWONGAN KERJA MEMANDIKAN JENAZAH DI RSUD GAMBIRAN DAN PASAR REBO,INFO LOWONGAN KERJA Memandi kan jenazah dan perawatan jenazah di RSUD GAMBIRAN,953420.jpg,lowong kerja mandi jenazah awat jenazah rsud gambir
2278,199745.0,1,06/07/2019,Hati-Hati Daging Manusia Impor dari China,"Hati-Hati Daging Impor dri China daging yg dia kelola daging manusia
#Waspada",199745.png,daging impor dri china daging kelola daging manusia waspada
2279,330817.0,1,06/07/2019,"Kompak Resign, Forum Honorer K2 dan PNS Pendukung Prabowo Pilih Jadi Anggota FPI","Kompak resign, Forum Honorer K2 dan PNS pendukung Prabowo pilih jadi anggota FPI.",330817.png,kompak resign forum honorer pns dukung prabowo pilih anggota fpi
2280,379970.0,1,06/07/2019,Batu tempat Nabi Muhammad duduk ketika melakukan Isra Miraj sampai sekarang masih melayang di udara,"Allahu akbar, jika anda percaya kekuasaan Allah ini tekan sukai halaman Sebelah Atas, Lalu Bagikan KetemanMU / grup",379970.png,allahu akbar percaya kuasa allah tekan suka halaman belah tem grup
2281,594924.0,1,08/07/2019,TEPUK LENGAN UNTUK PERTOLONGAN PERTAMA PADA SERANGAN JANTUNG,Di panggung wayang tiba2 kena serangan jantung. Pas tu ada sinseh tepok kedua tangannya 2 menit sembuh kembali,594924.jpg,panggung wayang tiba 2  kena serang jantung pas sinseh tangan menit sembuh
2282,207930.0,1,08/07/2019,Kebijakan Peniadaan Pendidikan Agama di Sekolah,APAKAH 5 TAHUN KEDEPAN HARUS DISUGUHI KEBIJAKAN SEPERTI INI TERUS???,207930.png,suguh bijak
2283,740412.0,1,08/07/2019,Pesan Dari Pangdam IX Udayana Tentang Cek Gula Darah Dengan Jarum Bervirus AIDS,Perhatian jgn cek2 darah yg di sebut gratis atau tempat abal2 hati2 modus ini terjadi Waspadai para guru /kep sek serta emak2 jangan tergiur degan  gratisan cek gule darah,740412.jpg,perhati jgn cek 2  darah abal 2  hati 2  modus waspada guru kep sek emak 2  giur degan cek gule darah
2284,650293.0,1,09/07/2019,NENEK PENCURI SINGKONG DAN HAKIM MULIA,"KISAH SEORANG NENEK MENCURI SINGKONG KARENA KELAPARAN , DAN HAKIM MENANGIS SAAT MENJATUHKAN VONIS",650293.jpg,kisah nenek curi singkong hakim menang jatuh vonis
2285,76856.0,1,09/07/2019,TERB0NGKAR KENAPA C1.N@ P.K! INGIN BELI SEMUA TANAH STRATEGI DIINDONESIA,GAWATTT!!! TERB0NGKAR KENAPA C1.N@ P.K! INGIN BELI SEMUA TANAH STRATEGI DIINDONESIA,76856.png,gawatt terb 0 ngkar beli tanah strategi indonesia
2286,322608.0,1,09/07/2019,BEA CUKAI RIAU ADAKAN LELANG TERTUTUP DENGAN HARGA MURAH,"Sehubungan Dengan Pelaksanaan Undang-Undang Nomor 19 Tahun 1998 Yang telah diubah menjadi Undang-Undang Nomor 17 Tahun 2000, perihal: Penagihan Penanggung Jawaban Pajak dengan Surat Paksa, melalui perantaraan Kantor Pengawasan Pelayanan Bea dan Cukai serta di dukung oleh Kementerian Keuangan Negara RI, Melaksanakan Lelang Internal Barang Sitaan Negara",322608.jpg,hubung laksana undang nomor  1998  undang nomor  200  perihal tagih tanggung pajak surat paksa kantor awas layan bea cukai dukung menteri uang negara laksana lelang internal sita negara
2287,404530.0,1,09/07/2019,Video Pencurian Di Kereta Api Tengah Malam,"Untuk Sahabat Tuips Hati hati,kalo sedang di Perjalanan dengan KA kejahatan biasa beraksi di tengah malam saat penumpang sedang ngatuk 2nya.terlihat di cctv..KA..",404530.jpg,sahabat tuips kalo jahat aksi malam tumpang ngatuk  2 nya lihat cctv
2288,601138.0,1,09/07/2019,Indomaret Memberikan 5000 Voucher Gratis Senilai 2 Juta Rupiah Untuk Merayakan Ultah Ke-30,Indomaret  memberikan 5000 voucher gratis senilai Rp 2.000.000 untuk merayakan ulang tahun ke-30. Saya baru saja menerima voucher saya,601138.png,indomaret  500  nila raya ke- 30 
2289,814124.0,1,09/07/2019,"Setelah wacanakan Menghapus pelajaran agama disekolah, kini terang-terangan melarang busana muslim di sekolah","Setelah wacanakan Menghapus pelajaran agama disekolah, Nah kini terang-terangan melarang busana muslim disekolah",814124.png,wacana hapus ajar agama seko terang larang busana muslim seko
2290,928815.0,1,09/07/2019,"Kepala Kantor Kemenag Gresik, Markus Firdaus Jawab Tudingan yang Menyebut Dirinya Non Muslim","Saya sejak MI kelas 3 sudah mondok di Pondok Pesantren Annawari Seratengah Bluto Sumenep Madura sampai tingkat Madrasah Aliyah (SMA), dan kemudian melanjutkan kuliah S1 di Universitas Negeri Surabaya (IKIP)",928815.png,kelas mondok pondok pesantren annawari seratengah bluto sumenep madura tingkat madrasah aliyah sma kuliah universitas negeri surabaya ikip
2291,76832.0,1,10/07/2019,Santunan Kecelakaan Jasa Raharja Naik 100 Persen,KORBAN /PASIEN Kecelakaan yang ga pny BPJS kesehatan ataupun BPJS ketenagakerjaan..,76832.jpg,korban pasien celaka pny bpjs sehat bpjs ketenagakerjaan
2292,150559.0,1,10/07/2019,Suhu panas Kuwait melelehkan mobil dan lampu lalulintas,Kuwait recorded 63? temperature world record on earth on Saturday said newspaper AL QABAS See the level of destruction caused due to it #recordhightemperature,150559.jpg,kuwait recorded temperature world record earth saturday said newspaper qabas see level destruction caused due recordhightemperature
2293,773153.0,1,10/07/2019,Khanzarof : Hasil Cloning Dokter Hewan Amerika dan Rusia yang berasal dari Campuran Kambing dan Babi,"Allah mnciptakan Mahluk Di Dunia,ttpi mereka Cloning Astaghfirullah HASIL CLONING DOKTER2 HEWAN AMERIKA DAN RUSIA BERHASIL MENCIPTAKAN BINATANG BARU YG DIBERINAMA",773153.png,allah mnciptakan mahluk dunia ttpi cloning astaghfirullah hasil cloning dokter 2  hewan amerika rusia hasil cipta binatang rama
2294,150557.0,1,10/07/2019,Foto para perempuan Indonesia berhijab sekitar tahun 1700,"Foto para perempuan Indonesia berhijab sekitar tahun 1700, tersimpan rapi di Perpustakaan Leiden, Belanda, jauh sebelum kelahiran Kartini,",150557.png,foto perempuan indonesia hijab  1700  simpan rapi pustaka leiden belanda lahir kartini
2295,863267.0,1,10/07/2019,"Fakta dan Hoax Tentang Audrey Yu, Sosok Jenius yang Viral","Informasi mengenai seorang anak muda jenius dan berprestasi, Audrey Yu Jia Hui, viral dalam dua hari terakhir. ",863267.jpg,informasi kena anak muda jenius prestasi audrey jia hui viral
2296,920612.0,1,10/07/2019,Salah Satu Pulau di Palu Telah di Jual ke negara China,"Salah Satu Pulau di Palu Telah di Jual ke negara China, ternyata itu Benar.",920612.png,salah pulau palu jual negara china nyata
2297,85018.0,1,11/07/2019,Kemendagri Telah Menolak Perpanjangan Izin FPI,"Cc @kemendagri

#kemendagri Tolak Perpanjangan Izin Ormas #FPI

#BubarkanFPI #FPIWajibDibubarkan #ormasislam #ormasterlarang #HRS #wow_indonesiaone",85018.jpg,kemendagri kemendagri tolak izin ormas fpi bubarkanfpi fpiwajibdibubarkan ormasislam ormasterlarang hrs wow indonesiaone
2298,191509.0,1,11/07/2019,"Dieffebachia , Tanaman hias yang beracun",TOLONG BUANG POKOK BERACUN INI! JANGAN TANAM!,191509.jpg,buang pokok racun tanam
2299,732186.0,1,11/07/2019,"MUNCUL ISU WALI KOTA DEPOK BAKAL DIPERIKSA TERKAIT DUGAAN IJAZAH PALSU, KEPOLISIAN BERI BANTAHAN","Direktur Reserse Kriminal Umum Polda Metro Jaya, Kombes Suyudi Ario Seto: Saya sudah tanya, enggak ada agenda itu ya.",732186.jpg,direktur reserse kriminal polda metro jaya kombes suyudi ario seto agenda
2300,429073.0,1,12/07/2019,DUKA PERTAMA UMAT ISLAM PASCA PILPRES 2019,INI NEGARA SUDAH GILA  DUKA PERTAMA UMAT ISLAM PASCA PILPRES 2019  NA UZUBILLAHIMIN ZAALIK,429073.png,negara gila duka umat islam pasca pilpres  2019  uzubillahimin zaalik
2301,764948.0,1,12/07/2019,"BARACK OBAMA mewakili Negara Amerika Serikat, telah menyatakan Kemenangan PRABOWO-SANDI","BARACK OBAMA mewakili Negara Amerika Serikat, telah menyatakan Kemenangan PRABOWO-SANDI",764948.png,barack obama wakil negara amerika serikat nyata menang prabowo-sandi
2302,846870.0,1,12/07/2019,PT Waskita Karya Tidak Mengeluarkan Undangan Tes Tahap Seleksi untuk Tanggal 12 dan 13 Juli 2019,WASPADA!!! Berita HOAX yang beredar terkait Undangan Panggilan Tes Tahap Seleksi Waskita (Interview) pada 12  13 Juli 2019. PT Waskita Karya (Persero) Tbk tidak pernah mengeluarkan undangan & panggilan tersebut,846870.png,waspada berita hoax edar kait undang panggil tes tahap seleksi waskita interview juli  2019  waskita karya persero tbk undang panggil
2303,961560.0,1,12/07/2019,Lolongan Histeris Siksa KUBUR Alexander,Lolongan Histeris Siksa KUBUR Alexander Mendulang Hikmah,961560.png,lolong histeris siksa kubur alexander dulang hikmah
2304,551948.0,1,13/07/2019,Kementerian agama diganti namanya menjadi kementerian Urusan Haji Zakat dan Wakaf,Kementerian agama diganti namanya menjadi kementerian Urusan Haji Zakat dan Wakaf,551948.png,menteri agama nama menteri urus haji zakat wakaf
2305,207887.0,1,13/07/2019,Hari ini Goobernur Anis menunjukkan bukti otentik ke panitera Mahkamah Internasional,"MOHON DOANYA, KEMENANGAN PRABOWO DIDEPAN MATA, HAKIM MAHKAMAH INTERNASIONAL AKAN MENENTUKAN HUKUMAN PADA TANGGAL 17 JULI 2019",207887.png,doa menang prabowo mata hakim mahkamah internasional hukum tanggal juli  2019 
2306,371723.0,1,14/07/2019,"Imunisasi adalah tipu daya zionist, yang sebenarnya memasukkan bibit penyakit untuk jangka pendek maupun panjang",Immunisasi adalah tipu daya zionistyg sebenarnya memasukkan bibit penyakit untuk jangka pendek maupun panjang,371723.png,immunisasi tipu daya zionist masuk bibit sakit jangka pendek
2307,396294.0,1,14/07/2019,Lacak Ponsel Hilang Lapor ke cop@vsnl.net,"Jangan Panik Bila Hp Kamu Hilang atau Dicuri, Nyatanya Nomor di Kardus Hp Kamu Bisa Melacak dan Menemukannya Kembali",396294.png,panik hilang curi nyata nomor kardus lacak temu
2308,650245.0,1,14/07/2019,Krakatau steel di kuasai cina,"Krakatau steel di kuasai cina, hancur ekonomi negara.",650245.png,krakatau steel kuasa cina hancur ekonomi negara
2309,986116.0,1,14/07/2019,Seorang pria yg membintangi sebuah film dan berperan sebagai Nabi Muhammad telah mati terbakar,"Seorang pria yg membintangi sebuah film dan berperan sbg Nabi Muhammad telah mati terbakar, Amerika menyembunyikan berita ini. Sebarkanlah kabar ini! Ada wanita Palestina yg tahu seseorang menyebarkan kabar ini, namanya Muhammad, lantas dia bersumpah, setelah 4 jam kemudian dia bermimpi ketemu Nabi Muhammad SAW, dan bersabda: Telah sampai kabar kpd kaum muslimin bahwa siapa yg menyebarkan kabar ini, maka dalam waktu 4 hari org tersebut akan mendapat kegembiraan yg luar biasa. Sebaliknya, barang siapa yg ga mau peduli, maka ia akan mengalami kesedihan yg teramat sanga",986116.jpg,pria buah film peran sbg nabi muhammad mati bakar amerika sembunyi berita sebar kabar wanita palestina sebar kabar nama muhammad lantas sumpah jam mimpi ketemu nabi muhammad saw sabda kabar kpd kaum muslimin sebar kabar org gembira peduli alami sedih sanga
2310,601086.0,1,15/07/2019,Pertemuan Jokowi dan Prabowo adalah Setingan,pertemuan Presiden Joko Widodo dan Prabowo Subianto beberapa hari yang lalu adalah setingan,601086.png,temu presiden joko widodo prabowo subianto ting
2311,576498.0,1,16/07/2019,Nanas Madu Dapat Merusak Ginjal,"Ini biasa dipasar sebut nanas madu, perbiji 7ribu, mulai saat ini jgn mkn lg. Tolong jangan makan nanas mini Thailand. Taiwan sudah menolak setelah mereka mengirim ke laboratorium untuk memeriksa dan menemukan nanas ini bercampur dengan asam siklam yang dapat merusak ginjal kita. Harap teruskan ke keluarga dan teman Anda.",576498.jpg,pasar nanas madu biji  7 ribu jgn mkn makan nanas mini thailand taiwan tolak laboratorium periksa temu nanas campur asam siklam rusak ginjal harap keluarga teman
2312,338935.0,1,16/07/2019,Mengerikan Agama Baru Meniru Islam,Mengerikan lihat video ini..apa pendapat saudara Dan sebarkan video ini. Untuk Masyarakat Islam lain.,338935.png,keri lihat video saudara sebar video masyarakat islam
2313,379892.0,1,16/07/2019,Deddy Dhukun Meninggal,"Berita Duka

Telah meninggal Dunia pagi ini, Selasa, 16 Juli2019 pada jm.06.20 di RS An Nisa Tangerang saudaraku tercinta yg kita kenal sebagai Deduk / Deddy Dhukun dalam usia 65 tahun",379892.jpg,berita duka tinggal dunia pagi selasa juli 2019  nisa tangerang saudara cinta kenal deduk deddy dhukun usia
2314,60396.0,1,17/07/2019,Seorang Suporter Meninggal Pada Laga Tira-Persikabo VS Persija," Tira-Persikabo VS tamunya Persija Jakarta Tumbalkan Satu Nyawa

KOMPAS News-Laga lanjutan Liga 1 2019 antara Tira-Persikabo melawan tamunya Persija Jakarta,berakhir bentrok. Dikabarkan, satu orang tewas dalam insiden tersebut.",60396.jpg,tira-persikabo tamu persija jakarta tumbal nyawa kompas news-laga liga  2019  tira-persikabo lawan tamu persija jakarta bentrok kabar tewas insiden
2315,84975.0,1,17/07/2019,Daftar Obat Terlarang BPOM,Info kn bt keluarga tercinta anda,84975.png,keluarga cinta
2316,150509.0,1,17/07/2019,Kalau kita beli aqua berarti kita menyumbang misionaris Kristen,Kalau kita beli aqua berarti kita menyumbang misionaris Kristen,150509.png,beli aqua arti sumbang misionaris kristen
2317,478189.0,1,17/07/2019,Beredar Risalah Rapat Pengangkatan Nama - nama Menteri Kabinet Kerja Jilid II dengan Lambang Garuda dan Bertuliskan Koalisi Indonesia Maju,KOALISI INDONESIA MAJU REPUBLIK INDONESIA. RISALAH PENGANGKATAN MENTERI PEMBANTU PRESIDEN DALAM KABINET KERJA JILID II PERIODE 2019  2024.,478189.png,koalisi indonesia maju republik indonesia risalah angkat menteri bantu presiden kabinet kerja jilid periode  2019   2024 
2318,986091.0,1,18/07/2019,Tukar menukar aset negara antara PT KCIC dan Kodam III Siliwangi,Ternyata surat yang beredar soal tukar menukar antara TNI dengan kereta cepat itu bukan HOAX..,986091.png,nyata surat edar tukar tukar tni kereta cepat hoax
2319,936934.0,1,19/07/2019,PERCETAKAN ALQURAN DIHENTIKAN,"Astaghfirullah

Wahai Umat Islam Bangkit!!!

KIAN HARI SEMAKIN GAMBLANG KEMANA ARAH KIBLAT REZIM INI, LAMBANG PKI BERTEBARAN. VAHUDI DIAKUI, SYIAH DIPELIHARA SEMENTARA PERCETAKAN ALQURAN DIHENTIKAN.",936934.png,astaghfirullah umat islam bangkit kian gamblang arah kiblat rezim lambang pki tebar vahudi syiah pelihara cetak alquran henti
2320,469984.0,1,19/07/2019,JAMUR VS TERUNG,"*Jamur VS Terong*

Saudara, ibu yang memasak di rumah: Mohon perhatikan!

Jamur tidak bisa dimakan dengan terong, sudahkah Anda perhatikan? Berbagai jamur tahun ini sangat murah. Ini adalah apa yang diteruskan oleh teman sekelas dokter, mohon diperhatikan! Meneruskan Emergency Emergency Medical University, 17 orang telah meninggal baru-baru ini, banyak pasien di departemen darurat rumah sakit. Sebagian besar dari mereka diracuni oleh jamur. Tahun ini, panen jamur bagus. Jamur bisa digoreng bersama sayuran lain, tetapi tidak bisa dimakan dengan terong. Mereka akan beracun. Rumah sakit tidak bisa menyembuhkannya, konsekuensinya sangat serius.",469984.jpg,jamur terong saudara masak rumah perhati jamur makan terong perhati jamur murah teman kelas dokter perhati emergency emergency medical university tinggal pasien departemen darurat rumah sakit racun jamur panen jamur bagus jamur goreng sayur makan terong racun rumah sakit sembuh konsekuensi serius
2321,748521.0,1,19/07/2019,"Kisah Nyata Arif, Anak Berusia 8 Tahun, Narapidana Cerdas Yang Membunuh Preman dan Kabur dari Lapas Sebanyak Tiga Kali","[MENGHARUKAN]
NAMANYA ARIF, STATUS NARAPIDANA CILIK
Terus terang, meski sudah beberapa kali mengadakan penelitian Kriminal di LP, pengalaman kali ini adalah pengalaman pertama saya ngobrol langsung dengan seseorang yang didakwa kasus pembunuhan berencana.",748521.png,haru nama arif status narapidana cilik terang teliti kriminal alam alam ngobrol dakwa bunuh rencana
2322,936938.0,1,19/07/2019,Maruf Amin Sebut Masyarakat yang Tak Mengakui Jokowi sebagai Pemimpin 5 Tahun Kedepan akan Masuk Neraka sampai 7 Turunan,Ma.ruf amin jika ada masyrakat tak mengakui Jokowi sebagai pemimpin 5 tahun kedepan maka akan masuk neraka sampay 7 turunan,936938.png,ruf amin masyrakat jokowi pimpin masuk neraka sampay turun
2323,27617.0,1,20/07/2019,Khoirul Anwar Penemu 4G LTE,"Khoirul Anwar dianggap gila. Ditertawakan. Bahkan dicemooh. Idenya dianggap muskil. Tak masuk akal. Semua ilmuwan yang berkumpul di Hokkaido, Jepang, itu menganggap pemikiran yang dipresentasikan itu tak berguna. ",27617.png,khoirul anwar anggap gila cemooh ide anggap muskil masuk akal ilmuwan kumpul hokkaido jepang anggap presentasi
2324,363490.0,1,20/07/2019,Video Menag dan Forum LGBTIQ Penerima Penghargaan,Kiamat makin dekat istigfhar bareng2 yuuu,363490.png,kiamat istigfhar bareng 2  yuu
2325,297957.0,1,20/07/2019,PENJELASAN TENTANG CARA PENANGANAN HIPOTERMIA DENGAN CARA DISETUBUHI,"Yg paling darurat jika sdh sampai tahap hipo mesti disetubuhi. Gw pernah ada kasus cwek hipotermia hampir meninggal di gunung Rinjani, segala cara udh dicoba tpi cewek ini gak membaik, akhirnya ada anak mapala yg berpengalaman yg nyaranin untuk menyetubuhi cewek ini agar suhu tubuhnya hangat, akhirnya salah satu tman dkatnya cowoknya menyetubuhi cewek trsbt. Yg lucunya kami ada 20 org nungguin di luar tenda smbil nunggu si cowok melakukan itu, sambil mnum kopi. Alhamdulillah stelah itu cewek itu terselamatkan.",297957.png,darurat sdh tahap hipo mesti tubuh cwek hipotermia tinggal gunung rinjani udh tpi cewek gak anak mapala alam nyaranin tubuh cewek suhu tubuh hangat salah tman dkatnya cowok tubuh cewek trsbt lucu org nungguin tenda smbil cowok laku mnum kopi stelah cewek selamat
2326,322530.0,1,20/07/2019,Awan Berbentuk Topi di Gunung Rinjani Tidak Berdampak Gempa,"Foto puncak Gunung Rinjani di Lombok, Nusa Tenggara Barat, tertutup awan berbentuk topi, menghebohkan warganet, Rabu (17/7/2019).
Banyak yang mengaitkan penampakan awan tersebut dengan peristiwa gempa yang terjadi beberapa hari sebelumnya. Ada pula yang mengaitkan dengan fenomena Gerhana Bulan yang terlihat pada Rabu dini hari sekitar pukul 04.00 WITA di wilayah itu",322530.png,foto puncak gunung rinjani lombok nusa tenggara barat tutup awan bentuk topi heboh warganet rabu  2019  kait awan peristiwa gempa kait fenomena gerhana lihat rabu wita wilayah
2327,592867.0,1,20/07/2019,Foto 200 relawan yang dibebaskan Prabowo dari penjara,"*inilah rahasia dibalik jabat tangan pa prabowo*
yg sdh terlanjur kecewa mari mohon maaf dan mohon ampunan Allohsekarang prabowo sdh berhasil membebaskan 200 relawan yg dipenjara , jika ada salah satu dr saudara kalian disana maka tdk sepatutnya menyalahkan kenapa prabowo malakukan jabat tangan ..
beliau mengorbankan rasa harga dirinya u membantu rakyat yg sdg dipenjara apakah ada orang lain yg peduli membantu",592867.png,rahasia jabat tangan prabowo sdh lanjur kecewa mari maaf ampun alloh prabowo sdh hasil bebas  200  rawan penjara salah saudara tdk patut salah prabowo malakukan jabat tangan beliau korban harga bantu rakyat sdg penjara peduli bantu
2328,175069.0,1,21/07/2019,"KALAU SAYA MENGUNDURKAN DIRI, EMANG ADA YG SANGGUP MEMBANGUN INDONESIA","KALAU SAYA MENGUNDURKAN DIRI, EMANG ADA YG SANGGUP MEMBANGUN INDONESIA",175069.png,undur emang sanggup bangun indonesia
2329,650204.0,1,21/07/2019,Pendeta di Brazil: wanita gemuk tidak bisa masuk sorga,"Di Indonesia beberapa waktu lalu ada pemuka agama yg ngomong wanita soleha itu bb nya tidak lebih dari 55 kg. Pengikutnya iya iya aja. Di Brazil ada pemuka agama yang bilang wanita gemuk tidak bisa masuk sorga. Dan akibatnya adalah, pemuka agama itu mental dari mimbar.",650204.png,indonesia muka agama ngomong wanita soleha aja brazil muka agama wanita gemuk masuk sorga akibat muka agama mental mimbar
2330,830430.0,1,21/07/2019,Dampak Mekanisme Pertahanan Kaki Seribu,"Sekedar berbagi cerita
Jangan dianggap sepelesupaya kita lebih hati-hati",830430.png,dar cerita anggap sepele
2331,928735.0,1,21/07/2019,Wawan gangguan jiwa karena kecanduan main game,Gangguan jiwa karena kecanduan main gamegame membuat fokus otak terpecah,928735.png,ganggu jiwa candu main game game fokus otak pecah
2332,191448.0,1,22/07/2019,"RUSIA saja sampai meminta ilmu strategi perang kepada saya, kenapa orang INDONESIA malah meragukan saya","RUSIA saja sampai meminta ilmu strategi kepada saya, kepada orang INDONESIA malah meragukan saya",191448.jpg,rusia ilmu strategi indonesia ragu
2333,297947.0,1,22/07/2019,Serangan teroris di Algeria,"Terrorist attack in Algeria, which fails to work because of the pilots immense skill",297947.png,terrorist attack algeria which fails work pilots immense skill
2334,707546.0,1,22/07/2019,jelmaan babi,"Tolong sebarkan photo iniorg ini udah menghina Nabi kita semuayang islam bilang ## amin*supaya di beri azab oleh #Allah..AMINN..
 ORANG BEGO MENGHINA NABI MUHAMMAD SAW",707546.png,sebar photo org udah hina nabi islam amin azab allah aminn bego hina nabi muhammad saw
2335,486353.0,1,23/07/2019,"Mendagri tidak memberi ijin cuti kepada walikota Sumbar untuk menunaikan ibadah haji, rezim setan..","Mendagri tidak memberi ijin cuti kepada walikota Sumbar untuk menunaikan ibadah haji, rezim setan..",486353.png,mendagri ijin cuti walikota sumbar tunai ibadah haji rezim setan
2336,27606.0,1,23/07/2019,Asosiasi Guru Bahasa dan Sastra Indonesia Kecam Anies Baswedan,Asosiasi Guru Bahasa dan Sastra Indonesia Kecam Anies Baswedan Lihai Tata Kata untuk Bodohi Warga Jakarta,27606.png,asosiasi guru bahasa sastra indonesia kecam anies baswedan lihai tata bodoh warga jakarta
2337,84949.0,1,23/07/2019,"Ahok beli tanaman plastik 8 M dipake sebentar, Ganjar nyanyi bareng slank 18 M cuma sehari","Ahok beli tanaman plastik 8 M dipake sebentar..mereka diam..
 Ganjar nyanyi bareng slank 18 M cuma sehari ..mereka diam juga..
 Kenapa dengan Anies yg hanya 550 Jt dan dipakai lama mereka sok perduli anggaran..??",84949.png,ahok beli tanam plastik dipake sebentar diam ganjar nyanyi bareng slank diam anies  550  sok duli anggar
2338,592854.0,1,23/07/2019,baju PKI lagi beraksi,"Bendera Tauhid diributin, tapi giliran yg kek gini didiamin ..??
 Ini baju PKI lagi beraksi",592854.png,bendera tauhid diributin tapi gilir kek gin amin baju pki aksi
2339,43977.0,1,24/07/2019,OKTOBER 2019 PRABOWO-SANDI DILANTIK,"Jkw menang di pilpres 2019 tapi gak otomatis bisa dilantik. _*Kenapa?*_
 Karena *Pasal 6 UUD 1945* mengharuskan agar pemenang pilpres harus menang di 50% wilayah provinsi dan tidak boleh ada suara di wilayah provinsi yang di bawah 20 persen.",43977.png,jkw menang pilpres  2019  tapi gak otomatis lantik pasal uud  1945  menang pilpres menang wilayah provinsi suara wilayah provinsi persen
2340,35778.0,1,24/07/2019,"Artikel Liputan6.com : Rhoma Irama: Saya Yang Salah, Dulu Saya Bilang Jangan Sentuh Miras Walau Setetes.. Dia Malah Nyabu","Saya Yang Salah, Dulu Saya Bilang Jangan Sentuh Miras Walau Setetes.. Dia Malah Nyabu",35778.png,salah sentuh miras tetes nyabu
2341,437190.0,1,24/07/2019,Bukalapak dan ACT Memberikan Klarifikasi Atas Isu Menyokong Kelompok Radikal,Informasi itu tidak benar dan dapat menyesatkan masyarakat,437190.jpg,informasi sesat masyarakat
2342,469963.0,1,24/07/2019,Penguburan Janin Hasil Aborsi oleh Penduduk Dusun Doi Coc,"ini terjadi diluar negeri.
 
 Lelaki ini pergi ketempat pembuangan sampah di belakang klinik pengguguran untuk mengambil bayi-bayi yang tidak berdaya ini, mencuci dan menguburkannya karena mereka bukan sampah, mereka adalah manusia sama seperti kita!!",469963.png,negeri lelaki pergi buang sampah klinik gugur bayi daya cuci kubur sampah manusia
2343,371647.0,1,25/07/2019,"Megawati : Jokowi Itu Idaman Seluruh Alam, Bahkan ALIEN Saja Mau Di Pimpin Oleh Beliau.","Ada yg lebih lucu sodara2
 Saya pribadi ihklaskan kalo Jokowi memimpin alien ????
 Sudah TDK ada kata2 untuk memuji nih emaksampai alien di bawa2",371647.jpg,lucu sodara 2  pribadi ihklaskan kalo jokowi pimpin alien tdk kata 2  puji emak alien bawa 2 
